year,level_1,level_2,level_3,level_4,value
2015,Malays,Males,Choa Chu Kang- Total,Keat Hong,1280
2015,Malays,Males,Choa Chu Kang- Total,Peng Siang,3070
2015,Malays,Males,Choa Chu Kang- Total,Teck Whye,3200
2015,Malays,Males,Choa Chu Kang- Total,Yew Tee,3200
2015,Malays,Males,Clementi- Total,Clementi Central,780
2015,Malays,Males,Clementi- Total,Clementi North,1630
2015,Malays,Males,Clementi- Total,Clementi West,1370
2015,Malays,Males,Clementi- Total,Clementi Woods,1010
2015,Malays,Males,Clementi- Total,Faber,20
2015,Malays,Males,Clementi- Total,Sunset Way,100
2015,Malays,Males,Clementi- Total,West Coast,20
2015,Malays,Males,Downtown Core- Total,Bugis,10
2015,Malays,Males,Downtown Core- Total,Central Subzone,10
2015,Malays,Males,Geylang- Total,Aljunied,1510
2015,Malays,Males,Geylang- Total,Geylang East,2460
2015,Malays,Males,Geylang- Total,Kampong Ubi,1450
2015,Malays,Males,Geylang- Total,Macpherson,2120
2015,Malays,Males,Hougang- Total,Hougang Central,130
2015,Malays,Males,Hougang- Total,Hougang East,900
2015,Malays,Males,Hougang- Total,Hougang West,2380
2015,Malays,Males,Hougang- Total,Kangkar,900
2015,Malays,Males,Hougang- Total,Kovan,280
2015,Malays,Males,Hougang- Total,Lorong Ah Soo,1300
2015,Malays,Males,Hougang- Total,Tai Seng,610
2015,Malays,Males,Hougang- Total,Trafalgar,2300
2015,Malays,Males,Jurong East- Total,Lakeside,10
2015,Malays,Males,Jurong East- Total,Teban Gardens,2360
2015,Malays,Males,Jurong East- Total,Toh Guan,950
2015,Malays,Males,Jurong East- Total,Yuhua East,1870
2015,Malays,Males,Jurong East- Total,Yuhua West,1610
2015,Malays,Males,Jurong West- Total,Boon Lay Place,3770
2015,Malays,Males,Jurong West- Total,Hong Kah,5330
2015,Malays,Males,Jurong West- Total,Jurong West Central,4280
2015,Malays,Males,Jurong West- Total,Taman Jurong,3150
2015,Malays,Males,Jurong West- Total,Wenya,750
2015,Malays,Males,Jurong West- Total,Yunnan,7200
2015,Malays,Males,Kallang- Total,Bendemeer,800
2015,Malays,Males,Kallang- Total,Boon Keng,620
2015,Malays,Males,Kallang- Total,Crawford,900
2015,Malays,Males,Kallang- Total,Geylang Bahru,790
2015,Malays,Males,Kallang- Total,Kampong Bugis,10
2015,Malays,Males,Kallang- Total,Kampong Java,180
2015,Malays,Males,Kallang- Total,Lavender,500
2015,Malays,Males,Kallang- Total,Tanjong Rhu,250
2015,Malays,Males,Mandai- Total,Mandai Estate,40
2015,Malays,Males,Marine Parade- Total,Katong,50
2015,Malays,Males,Marine Parade- Total,Marine Parade,1610
2015,Malays,Males,Marine Parade- Total,Mountbatten,30
2015,Malays,Males,Newton- Total,Cairnhill,10
2015,Malays,Males,Novena- Total,Balestier,980
2015,Malays,Males,Novena- Total,Dunearn,10
2015,Malays,Males,Novena- Total,Malcolm,10
2015,Malays,Males,Novena- Total,Moulmein,40
2015,Malays,Males,Outram- Total,Chinatown,310
2015,Malays,Males,Outram- Total,Pearl's Hill,670
2015,Malays,Males,Pasir Ris- Total,Flora Drive,510
2015,Malays,Males,Pasir Ris- Total,Loyang East,40
2015,Malays,Males,Pasir Ris- Total,Loyang West,10
2015,Malays,Males,Pasir Ris- Total,Pasir Ris Central,1870
2015,Malays,Males,Pasir Ris- Total,Pasir Ris Drive,8010
2015,Malays,Males,Pasir Ris- Total,Pasir Ris Park,160
2015,Malays,Males,Pasir Ris- Total,Pasir Ris West,3520
2015,Malays,Males,Punggol- Total,Matilda,2150
2015,Malays,Males,Punggol- Total,Punggol Field,2280
2015,Malays,Males,Punggol- Total,Punggol Town Centre,440
2015,Malays,Males,Punggol- Total,Waterway East,2230
2015,Malays,Males,Queenstown- Total,Commonwealth,560
2015,Malays,Males,Queenstown- Total,Dover,520
2015,Malays,Males,Queenstown- Total,Ghim Moh,730
2015,Malays,Males,Queenstown- Total,Holland Drive,550
2015,Malays,Males,Queenstown- Total,Kent Ridge,10
2015,Malays,Males,Queenstown- Total,Margaret Drive,160
2015,Malays,Males,Queenstown- Total,Mei Chin,740
2015,Malays,Males,Queenstown- Total,Pasir Panjang 1,20
2015,Malays,Males,Queenstown- Total,Pasir Panjang 2,40
2015,Malays,Males,Queenstown- Total,Tanglin Halt,880
2015,Malays,Males,River Valley- Total,Institution Hill,10
2015,Malays,Males,River Valley- Total,Leonie Hill,10
2015,Malays,Males,River Valley- Total,One Tree Hill,10
2015,Malays,Males,River Valley- Total,Oxley,10
2015,Malays,Males,Rochor- Total,Bencoolen,20
2015,Malays,Males,Rochor- Total,Farrer Park,30
2015,Malays,Males,Rochor- Total,Kampong Glam,20
2015,Malays,Males,Rochor- Total,Little India,20
2015,Malays,Males,Rochor- Total,Mount Emily,10
2015,Malays,Males,Rochor- Total,Sungei Road,210
2015,Malays,Males,Rochor- Total,Victoria,10
2015,Malays,Males,Sembawang- Total,Admiralty,1120
2015,Malays,Males,Sembawang- Total,Sembawang Central,1830
2015,Malays,Males,Sembawang- Total,Sembawang North,1980
2015,Malays,Males,Sembawang- Total,Sembawang Springs,70
2015,Malays,Males,Sembawang- Total,Sembawang Straits,50
2015,Malays,Males,Sengkang- Total,Anchorvale,1970
2015,Malays,Males,Sengkang- Total,Compassvale,700
2015,Malays,Males,Sengkang- Total,Fernvale,2570
2015,Malays,Males,Sengkang- Total,Rivervale,3330
2015,Malays,Males,Sengkang- Total,Sengkang Town Centre,2560
2015,Malays,Males,Serangoon- Total,Lorong Chuan,20
2015,Malays,Males,Serangoon- Total,Seletar Hills,60
2015,Malays,Males,Serangoon- Total,Serangoon Central,600
2015,Malays,Males,Serangoon- Total,Serangoon Garden,1010
2015,Malays,Males,Serangoon- Total,Serangoon North,650
2015,Malays,Males,Serangoon- Total,Upper Paya Lebar,240
2015,Malays,Males,Singapore River- Total,Robertson Quay,10
2015,Malays,Males,Southern Islands- Total,Sentosa,10
2015,Malays,Males,Tampines- Total,Simei,2520
2015,Malays,Males,Tampines- Total,Tampines East,16800
2015,Malays,Males,Tampines- Total,Tampines West,8410
2015,Malays,Males,Tampines- Total,Xilin,30
2015,Malays,Males,Tanglin- Total,Chatsworth,20
2015,Malays,Males,Tanglin- Total,Nassim,40
2015,Malays,Males,Tanglin- Total,Tyersall,20
2015,Malays,Males,Toa Payoh- Total,Boon Teck,1120
2015,Malays,Males,Toa Payoh- Total,Braddell,670
2015,Malays,Males,Toa Payoh- Total,Joo Seng,120
2015,Malays,Males,Toa Payoh- Total,Kim Keat,260
2015,Malays,Males,Toa Payoh- Total,Lorong 8 Toa Payoh,370
2015,Malays,Males,Toa Payoh- Total,Pei Chun,500
2015,Malays,Males,Toa Payoh- Total,Potong Pasir,350
2015,Malays,Males,Toa Payoh- Total,Sennett,30
2015,Malays,Males,Toa Payoh- Total,Toa Payoh Central,1170
2015,Malays,Males,Toa Payoh- Total,Toa Payoh West,310
2015,Malays,Males,Toa Payoh- Total,Woodleigh,10
2015,Malays,Males,Woodlands- Total,Midview,4810
2015,Malays,Males,Woodlands- Total,North Coast,2130
2015,Malays,Males,Woodlands- Total,Woodgrove,4250
2015,Malays,Males,Woodlands- Total,Woodlands East,10760
2015,Malays,Males,Woodlands- Total,Woodlands South,4630
2015,Malays,Males,Woodlands- Total,Woodlands West,4770
2015,Malays,Males,Yishun- Total,Khatib,670
2015,Malays,Males,Yishun- Total,Lower Seletar,160
2015,Malays,Males,Yishun- Total,Nee Soon,10
2015,Malays,Males,Yishun- Total,Northland,3000
2015,Malays,Males,Yishun- Total,Springleaf,10
2015,Malays,Males,Yishun- Total,Yishun Central,70
2015,Malays,Males,Yishun- Total,Yishun East,5210
2015,Malays,Males,Yishun- Total,Yishun South,2470
2015,Malays,Males,Yishun- Total,Yishun West,5350
2015,Malays,Females,Ang Mo Kio- Total,Ang Mo Kio Town Centre,120
2015,Malays,Females,Ang Mo Kio- Total,Cheng San,1060
2015,Malays,Females,Ang Mo Kio- Total,Chong Boon,1010
2015,Malays,Females,Ang Mo Kio- Total,Kebun Bahru,1110
2015,Malays,Females,Ang Mo Kio- Total,Sembawang Hills,50
2015,Malays,Females,Ang Mo Kio- Total,Shangri-La,1210
2015,Malays,Females,Ang Mo Kio- Total,Tagore,40
2015,Malays,Females,Ang Mo Kio- Total,Townsville,860
2015,Malays,Females,Ang Mo Kio- Total,Yio Chu Kang East,30
2015,Malays,Females,Ang Mo Kio- Total,Yio Chu Kang West,1160
2015,Malays,Females,Bedok- Total,Bayshore,80
2015,Malays,Females,Bedok- Total,Bedok North,8520
2015,Malays,Females,Bedok- Total,Bedok Reservoir,1900
2015,Malays,Females,Bedok- Total,Bedok South,2990
2015,Malays,Females,Bedok- Total,Frankel,640
2015,Malays,Females,Bedok- Total,Kaki Bukit,4910
2015,Malays,Females,Bedok- Total,Kembangan,3250
2015,Malays,Females,Bedok- Total,Siglap,70
2015,Malays,Females,Bishan- Total,Bishan East,770
2015,Malays,Females,Bishan- Total,Marymount,670
2015,Malays,Females,Bishan- Total,Upper Thomson,540
2015,Malays,Females,Bukit Batok- Total,Bukit Batok Central,1660
2015,Malays,Females,Bukit Batok- Total,Bukit Batok East,1530
2015,Malays,Females,Bukit Batok- Total,Bukit Batok South,810
2015,Malays,Females,Bukit Batok- Total,Bukit Batok West,1230
2015,Malays,Females,Bukit Batok- Total,Gombak,320
2015,Malays,Females,Bukit Batok- Total,Guilin,1000
2015,Malays,Females,Bukit Batok- Total,Hillview,190
2015,Malays,Females,Bukit Batok- Total,Hong Kah North,3140
2015,Malays,Females,Bukit Merah- Total,Alexandra Hill,1130
2015,Malays,Females,Bukit Merah- Total,Alexandra North,10
2015,Malays,Females,Bukit Merah- Total,Bukit Ho Swee,730
2015,Malays,Females,Bukit Merah- Total,Bukit Merah,10
2015,Malays,Females,Bukit Merah- Total,Depot Road,80
2015,Malays,Females,Bukit Merah- Total,Everton Park,340
2015,Malays,Females,Bukit Merah- Total,Henderson Hill,1000
2015,Malays,Females,Bukit Merah- Total,Kampong Tiong Bahru,520
2015,Malays,Females,Bukit Merah- Total,Maritime Square,20
2015,Malays,Females,Bukit Merah- Total,Redhill,510
2015,Malays,Females,Bukit Merah- Total,Telok Blangah Drive,680
2015,Malays,Females,Bukit Merah- Total,Telok Blangah Rise,380
2015,Malays,Females,Bukit Merah- Total,Telok Blangah Way,640
2015,Malays,Females,Bukit Merah- Total,Tiong Bahru,140
2015,Malays,Females,Bukit Merah- Total,Tiong Bahru Station,500
2015,Malays,Females,Bukit Panjang- Total,Bangkit,2070
2015,Malays,Females,Bukit Panjang- Total,Dairy Farm,40
2015,Malays,Females,Bukit Panjang- Total,Fajar,2670
2015,Malays,Females,Bukit Panjang- Total,Jelebu,2240
2015,Malays,Females,Bukit Panjang- Total,Nature Reserve,50
2015,Malays,Females,Bukit Panjang- Total,Saujana,2250
2015,Malays,Females,Bukit Panjang- Total,Senja,1700
2015,Malays,Females,Bukit Timah- Total,Anak Bukit,120
2015,Malays,Females,Bukit Timah- Total,Coronation Road,20
2015,Malays,Females,Bukit Timah- Total,Farrer Court,80
2015,Malays,Females,Bukit Timah- Total,Hillcrest,50
2015,Malays,Females,Bukit Timah- Total,Holland Road,50
2015,Malays,Females,Bukit Timah- Total,Leedon Park,50
2015,Malays,Females,Bukit Timah- Total,Swiss Club,40
2015,Malays,Females,Bukit Timah- Total,Ulu Pandan,50
2015,Malays,Females,Changi- Total,Changi Point,110
2015,Malays,Females,Changi- Total,Changi West,220
2015,Malays,Females,Choa Chu Kang- Total,Choa Chu Kang Central,1500
2015,Malays,Females,Choa Chu Kang- Total,Choa Chu Kang North,2790
2015,Malays,Females,Choa Chu Kang- Total,Keat Hong,1190
2015,Malays,Females,Choa Chu Kang- Total,Peng Siang,2930
2015,Malays,Females,Choa Chu Kang- Total,Teck Whye,3150
2015,Malays,Females,Choa Chu Kang- Total,Yew Tee,3120
2015,Malays,Females,Clementi- Total,Clementi Central,800
2015,Malays,Females,Clementi- Total,Clementi North,1700
2015,Malays,Females,Clementi- Total,Clementi West,1330
2015,Malays,Females,Clementi- Total,Clementi Woods,1040
2015,Malays,Females,Clementi- Total,Faber,20
2015,Malays,Females,Clementi- Total,Sunset Way,120
2015,Malays,Females,Clementi- Total,West Coast,20
2015,Malays,Females,Downtown Core- Total,Bugis,10
2015,Malays,Females,Downtown Core- Total,Cecil,10
2015,Malays,Females,Geylang- Total,Aljunied,1510
2015,Malays,Females,Geylang- Total,Geylang East,2680
2015,Malays,Females,Geylang- Total,Kampong Ubi,1410
2015,Malays,Females,Geylang- Total,Macpherson,2130
2015,Malays,Females,Hougang- Total,Hougang Central,120
2015,Malays,Females,Hougang- Total,Hougang East,950
2015,Malays,Females,Hougang- Total,Hougang West,2410
2015,Malays,Females,Hougang- Total,Kangkar,930
2015,Malays,Females,Hougang- Total,Kovan,310
2015,Malays,Females,Hougang- Total,Lorong Ah Soo,1300
2015,Malays,Females,Hougang- Total,Tai Seng,650
2015,Malays,Females,Hougang- Total,Trafalgar,2180
2015,Malays,Females,Jurong East- Total,Lakeside,10
2015,Malays,Females,Jurong East- Total,Teban Gardens,2440
2015,Malays,Females,Jurong East- Total,Toh Guan,980
2015,Malays,Females,Jurong East- Total,Yuhua East,1860
2015,Malays,Females,Jurong East- Total,Yuhua West,1650
2015,Malays,Females,Jurong West- Total,Boon Lay Place,3640
2015,Malays,Females,Jurong West- Total,Hong Kah,5290
2015,Malays,Females,Jurong West- Total,Jurong West Central,4260
2015,Malays,Females,Jurong West- Total,Taman Jurong,3160
2015,Malays,Females,Jurong West- Total,Wenya,690
2015,Malays,Females,Jurong West- Total,Yunnan,7110
2015,Malays,Females,Kallang- Total,Bendemeer,760
2015,Malays,Females,Kallang- Total,Boon Keng,630
2015,Malays,Females,Kallang- Total,Crawford,820
2015,Malays,Females,Kallang- Total,Geylang Bahru,800
2015,Malays,Females,Kallang- Total,Kampong Bugis,20
2015,Malays,Females,Kallang- Total,Kampong Java,200
2015,Malays,Females,Kallang- Total,Lavender,450
2015,Malays,Females,Kallang- Total,Tanjong Rhu,240
2015,Malays,Females,Mandai- Total,Mandai Estate,60
2015,Malays,Females,Marine Parade- Total,Katong,50
2015,Malays,Females,Marine Parade- Total,Marine Parade,1720
2015,Malays,Females,Marine Parade- Total,Mountbatten,50
2015,Malays,Females,Newton- Total,Cairnhill,20
2015,Malays,Females,Newton- Total,Monk's Hill,10
2015,Malays,Females,Newton- Total,Orange Grove,10
2015,Malays,Females,Novena- Total,Balestier,1020
2015,Malays,Females,Novena- Total,Dunearn,10
2015,Malays,Females,Novena- Total,Malcolm,10
2015,Malays,Females,Novena- Total,Moulmein,40
2015,Malays,Females,Outram- Total,Chinatown,310
2015,Malays,Females,Outram- Total,Pearl's Hill,640
2015,Malays,Females,Pasir Ris- Total,Flora Drive,560
2015,Malays,Females,Pasir Ris- Total,Loyang East,50
2015,Malays,Females,Pasir Ris- Total,Loyang West,10
2015,Malays,Females,Pasir Ris- Total,Pasir Ris Central,1930
2015,Malays,Females,Pasir Ris- Total,Pasir Ris Drive,8020
2015,Malays,Females,Pasir Ris- Total,Pasir Ris Park,180
2015,Malays,Females,Pasir Ris- Total,Pasir Ris West,3570
2015,Malays,Females,Punggol- Total,Matilda,2310
2015,Malays,Females,Punggol- Total,Punggol Field,2400
2015,Malays,Females,Punggol- Total,Punggol Town Centre,420
2015,Malays,Females,Punggol- Total,Waterway East,2260
2015,Malays,Females,Queenstown- Total,Commonwealth,610
2015,Malays,Females,Queenstown- Total,Dover,530
2015,Malays,Females,Queenstown- Total,Ghim Moh,800
2015,Malays,Females,Queenstown- Total,Holland Drive,640
2015,Malays,Females,Queenstown- Total,Kent Ridge,10
2015,Malays,Females,Queenstown- Total,Margaret Drive,170
2015,Malays,Females,Queenstown- Total,Mei Chin,780
2015,Malays,Females,Queenstown- Total,Pasir Panjang 1,20
2015,Malays,Females,Queenstown- Total,Pasir Panjang 2,40
2015,Malays,Females,Queenstown- Total,Queensway,10
2015,Malays,Females,Queenstown- Total,Tanglin Halt,880
2015,Malays,Females,River Valley- Total,Institution Hill,20
2015,Malays,Females,River Valley- Total,Leonie Hill,20
2015,Malays,Females,River Valley- Total,One Tree Hill,10
2015,Malays,Females,River Valley- Total,Oxley,10
2015,Malays,Females,Rochor- Total,Bencoolen,20
2015,Malays,Females,Rochor- Total,Farrer Park,40
2015,Malays,Females,Rochor- Total,Kampong Glam,10
2015,Malays,Females,Rochor- Total,Little India,20
2015,Malays,Females,Rochor- Total,Mount Emily,10
2015,Malays,Females,Rochor- Total,Sungei Road,210
2015,Malays,Females,Rochor- Total,Victoria,20
2015,Malays,Females,Sembawang- Total,Admiralty,1170
2015,Malays,Females,Sembawang- Total,Sembawang Central,1890
2015,Malays,Females,Sembawang- Total,Sembawang North,2060
2015,Malays,Females,Sembawang- Total,Sembawang Springs,90
2015,Malays,Females,Sembawang- Total,Sembawang Straits,50
2015,Malays,Females,Sengkang- Total,Anchorvale,1990
2015,Malays,Females,Sengkang- Total,Compassvale,730
2015,Malays,Females,Sengkang- Total,Fernvale,2600
2015,Malays,Females,Sengkang- Total,Rivervale,3490
2015,Malays,Females,Sengkang- Total,Sengkang Town Centre,2650
2015,Malays,Females,Serangoon- Total,Lorong Chuan,20
2015,Malays,Females,Serangoon- Total,Seletar Hills,80
2015,Malays,Females,Serangoon- Total,Serangoon Central,590
2015,Malays,Females,Serangoon- Total,Serangoon Garden,980
2015,Malays,Females,Serangoon- Total,Serangoon North,660
2015,Malays,Females,Serangoon- Total,Upper Paya Lebar,260
2015,Malays,Females,Singapore River- Total,Robertson Quay,10
2015,Malays,Females,Southern Islands- Total,Sentosa,20
2015,Malays,Females,Tampines- Total,Simei,2610
2015,Malays,Females,Tampines- Total,Tampines East,17220
2015,Malays,Females,Tampines- Total,Tampines West,8380
2015,Malays,Females,Tampines- Total,Xilin,40
2015,Malays,Females,Tanglin- Total,Chatsworth,30
2015,Malays,Females,Tanglin- Total,Nassim,50
2015,Malays,Females,Tanglin- Total,Tyersall,30
2015,Malays,Females,Toa Payoh- Total,Boon Teck,1160
2015,Malays,Females,Toa Payoh- Total,Braddell,650
2015,Malays,Females,Toa Payoh- Total,Joo Seng,110
2015,Malays,Females,Toa Payoh- Total,Kim Keat,270
2015,Malays,Females,Toa Payoh- Total,Lorong 8 Toa Payoh,380
2015,Malays,Females,Toa Payoh- Total,Pei Chun,510
2015,Malays,Females,Toa Payoh- Total,Potong Pasir,330
2015,Malays,Females,Toa Payoh- Total,Sennett,40
2015,Malays,Females,Toa Payoh- Total,Toa Payoh Central,1210
2015,Malays,Females,Toa Payoh- Total,Toa Payoh West,320
2015,Malays,Females,Toa Payoh- Total,Woodleigh,10
2015,Malays,Females,Woodlands- Total,Midview,4870
2015,Malays,Females,Woodlands- Total,North Coast,2110
2015,Malays,Females,Woodlands- Total,Woodgrove,4090
2015,Malays,Females,Woodlands- Total,Woodlands East,10800
2015,Malays,Females,Woodlands- Total,Woodlands South,4500
2015,Malays,Females,Woodlands- Total,Woodlands West,4590
2015,Malays,Females,Yishun- Total,Khatib,710
2015,Malays,Females,Yishun- Total,Lower Seletar,180
2015,Malays,Females,Yishun- Total,Nee Soon,10
2015,Malays,Females,Yishun- Total,Northland,3040
2015,Malays,Females,Yishun- Total,Springleaf,20
2015,Malays,Females,Yishun- Total,Yishun Central,70
2015,Malays,Females,Yishun- Total,Yishun East,5290
2015,Malays,Females,Yishun- Total,Yishun South,2490
2015,Malays,Females,Yishun- Total,Yishun West,5180
2015,Indians,Total,Ang Mo Kio- Total,Ang Mo Kio Town Centre,360
2015,Indians,Total,Ang Mo Kio- Total,Cheng San,2380
2015,Indians,Total,Ang Mo Kio- Total,Chong Boon,2400
2015,Indians,Total,Ang Mo Kio- Total,Kebun Bahru,1910
2015,Indians,Total,Ang Mo Kio- Total,Sembawang Hills,500
2015,Indians,Total,Ang Mo Kio- Total,Shangri-La,1790
2015,Indians,Total,Ang Mo Kio- Total,Tagore,560
2015,Indians,Total,Ang Mo Kio- Total,Townsville,1900
2015,Indians,Total,Ang Mo Kio- Total,Yio Chu Kang East,300
2015,Indians,Total,Ang Mo Kio- Total,Yio Chu Kang West,2060
2015,Indians,Total,Bedok- Total,Bayshore,1360
2015,Indians,Total,Bedok- Total,Bedok North,6430
2015,Indians,Total,Bedok- Total,Bedok Reservoir,2020
2015,Indians,Total,Bedok- Total,Bedok South,3780
2015,Indians,Total,Bedok- Total,Frankel,2670
2015,Indians,Total,Bedok- Total,Kaki Bukit,3780
2015,Indians,Total,Bedok- Total,Kembangan,3650
2015,Indians,Total,Bedok- Total,Siglap,1420
2015,Indians,Total,Bishan- Total,Bishan East,2560
2015,Indians,Total,Bishan- Total,Marymount,2300
2015,Indians,Total,Bishan- Total,Upper Thomson,2140
2015,Indians,Total,Bukit Batok- Total,Bukit Batok Central,2410
2015,Indians,Total,Bukit Batok- Total,Bukit Batok East,1810
2015,Indians,Total,Bukit Batok- Total,Bukit Batok South,1550
2015,Indians,Total,Bukit Batok- Total,Bukit Batok West,1710
2015,Indians,Total,Bukit Batok- Total,Gombak,630
2015,Indians,Total,Bukit Batok- Total,Guilin,1470
2015,Indians,Total,Bukit Batok- Total,Hillview,1150
2015,Indians,Total,Bukit Batok- Total,Hong Kah North,2990
2015,Indians,Total,Bukit Merah- Total,Alexandra Hill,1700
2015,Indians,Total,Bukit Merah- Total,Alexandra North,140
2015,Indians,Total,Bukit Merah- Total,Bukit Ho Swee,1340
2015,Indians,Total,Bukit Merah- Total,Bukit Merah,130
2015,Indians,Total,Bukit Merah- Total,Depot Road,490
2015,Indians,Total,Bukit Merah- Total,Everton Park,1020
2015,Indians,Total,Bukit Merah- Total,Henderson Hill,1370
2015,Indians,Total,Bukit Merah- Total,Kampong Tiong Bahru,1150
2015,Indians,Total,Bukit Merah- Total,Maritime Square,260
2015,Indians,Total,Bukit Merah- Total,Redhill,1010
2015,Indians,Total,Bukit Merah- Total,Telok Blangah Drive,1730
2015,Indians,Total,Bukit Merah- Total,Telok Blangah Rise,1590
2015,Indians,Total,Bukit Merah- Total,Telok Blangah Way,1070
2015,Indians,Total,Bukit Merah- Total,Tiong Bahru,770
2015,Indians,Total,Bukit Merah- Total,Tiong Bahru Station,1360
2015,Indians,Total,Bukit Panjang- Total,Bangkit,1500
2015,Indians,Total,Bukit Panjang- Total,Dairy Farm,350
2015,Indians,Total,Bukit Panjang- Total,Fajar,2080
2015,Indians,Total,Bukit Panjang- Total,Jelebu,2370
2015,Indians,Total,Bukit Panjang- Total,Nature Reserve,270
2015,Indians,Total,Bukit Panjang- Total,Saujana,2200
2015,Indians,Total,Bukit Panjang- Total,Senja,1530
2015,Indians,Total,Bukit Timah- Total,Anak Bukit,840
2015,Indians,Total,Bukit Timah- Total,Coronation Road,290
2015,Indians,Total,Bukit Timah- Total,Farrer Court,230
2015,Indians,Total,Bukit Timah- Total,Hillcrest,550
2015,Indians,Total,Bukit Timah- Total,Holland Road,440
2015,Indians,Total,Bukit Timah- Total,Leedon Park,400
2015,Indians,Total,Bukit Timah- Total,Swiss Club,300
2015,Indians,Total,Bukit Timah- Total,Ulu Pandan,600
2015,Indians,Total,Changi- Total,Changi Point,80
2015,Indians,Total,Changi- Total,Changi West,400
2015,Indians,Total,Choa Chu Kang- Total,Choa Chu Kang Central,1770
2015,Indians,Total,Choa Chu Kang- Total,Choa Chu Kang North,3270
2015,Indians,Total,Choa Chu Kang- Total,Keat Hong,1730
2015,Indians,Total,Choa Chu Kang- Total,Peng Siang,3410
2015,Indians,Total,Choa Chu Kang- Total,Teck Whye,2750
2015,Indians,Total,Choa Chu Kang- Total,Yew Tee,3540
2015,Indians,Total,Clementi- Total,Clementi Central,970
2015,Indians,Total,Clementi- Total,Clementi North,2110
2015,Indians,Total,Clementi- Total,Clementi West,1980
2015,Indians,Total,Clementi- Total,Clementi Woods,1550
2015,Indians,Total,Clementi- Total,Faber,310
2015,Indians,Total,Clementi- Total,Sunset Way,390
2015,Indians,Total,Clementi- Total,West Coast,300
2015,Indians,Total,Downtown Core- Total,Bugis,160
2015,Indians,Total,Downtown Core- Total,Cecil,20
2015,Indians,Total,Downtown Core- Total,Central Subzone,40
2015,Indians,Total,Downtown Core- Total,Tanjong Pagar,70
2015,Indians,Total,Geylang- Total,Aljunied,2680
2015,Indians,Total,Geylang- Total,Geylang East,3070
2015,Indians,Total,Geylang- Total,Kampong Ubi,1180
2015,Indians,Total,Geylang- Total,Macpherson,2960
2015,Indians,Total,Hougang- Total,Hougang Central,330
2015,Indians,Total,Hougang- Total,Hougang East,1780
2015,Indians,Total,Hougang- Total,Hougang West,4120
2015,Indians,Total,Hougang- Total,Kangkar,2100
2015,Indians,Total,Hougang- Total,Kovan,1490
2015,Indians,Total,Hougang- Total,Lorong Ah Soo,2590
2015,Indians,Total,Hougang- Total,Tai Seng,1190
2015,Indians,Total,Hougang- Total,Trafalgar,4450
2015,Indians,Total,Jurong East- Total,Lakeside,80
2015,Indians,Total,Jurong East- Total,Teban Gardens,2130
2015,Indians,Total,Jurong East- Total,Toh Guan,1640
2015,Indians,Total,Jurong East- Total,Yuhua East,3000
2015,Indians,Total,Jurong East- Total,Yuhua West,2300
2015,Indians,Total,Jurong West- Total,Boon Lay Place,2990
2015,Indians,Total,Jurong West- Total,Hong Kah,6000
2015,Indians,Total,Jurong West- Total,Jurong West Central,5590
2015,Indians,Total,Jurong West- Total,Taman Jurong,3860
2015,Indians,Total,Jurong West- Total,Wenya,1100
2015,Indians,Total,Jurong West- Total,Yunnan,7540
2015,Indians,Total,Kallang- Total,Bendemeer,4390
2015,Indians,Total,Kallang- Total,Boon Keng,810
2015,Indians,Total,Kallang- Total,Crawford,1140
2015,Indians,Total,Kallang- Total,Geylang Bahru,1500
2015,Indians,Total,Kallang- Total,Kampong Bugis,90
2015,Indians,Total,Kallang- Total,Kampong Java,1680
2015,Indians,Total,Kallang- Total,Lavender,1780
2015,Indians,Total,Kallang- Total,Tanjong Rhu,3080
2015,Indians,Total,Mandai- Total,Mandai Estate,240
2015,Indians,Total,Marine Parade- Total,Katong,720
2015,Indians,Total,Marine Parade- Total,Marine Parade,2880
2015,Indians,Total,Marine Parade- Total,Mountbatten,2420
2015,Indians,Total,Museum- Total,Dhoby Ghaut,10
2015,Indians,Total,Museum- Total,Fort Canning,30
2015,Indians,Total,Newton- Total,Cairnhill,390
2015,Indians,Total,Newton- Total,Goodwood Park,90
2015,Indians,Total,Newton- Total,Monk's Hill,120
2015,Indians,Total,Newton- Total,Newton Circus,30
2015,Indians,Total,Newton- Total,Orange Grove,130
2015,Indians,Total,Novena- Total,Balestier,3130
2015,Indians,Total,Novena- Total,Dunearn,300
2015,Indians,Total,Novena- Total,Malcolm,140
2015,Indians,Total,Novena- Total,Moulmein,590
2015,Indians,Total,Novena- Total,Mount Pleasant,50
2015,Indians,Total,Orchard- Total,Boulevard,20
2015,Indians,Total,Orchard- Total,Somerset,10
2015,Indians,Total,Orchard- Total,Tanglin,40
2015,Indians,Total,Outram- Total,China Square,20
2015,Indians,Total,Outram- Total,Chinatown,870
2015,Indians,Total,Outram- Total,Pearl's Hill,680
2015,Indians,Total,Outram- Total,People's Park,10
2015,Indians,Total,Pasir Ris- Total,Flora Drive,1160
2015,Indians,Total,Pasir Ris- Total,Loyang East,260
2015,Indians,Total,Pasir Ris- Total,Loyang West,10
2015,Indians,Total,Pasir Ris- Total,Pasir Ris Central,2080
2015,Indians,Total,Pasir Ris- Total,Pasir Ris Drive,5000
2015,Indians,Total,Pasir Ris- Total,Pasir Ris Park,220
2015,Indians,Total,Pasir Ris- Total,Pasir Ris West,3180
2015,Indians,Total,Punggol- Total,Matilda,1990
